
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 25 January 2017]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 super output area - lower layer","mnemonic","All households","Owned","Shared ownership (part owned and part rented)","Social rented","Private rented","Living rent free"
"Ealing 031C","E01001232",612,313,26,135,130,8
"Ealing 031D","E01001233",599,282,3,140,169,5
"Ealing 031E","E01001237",652,317,1,50,276,8
"Ealing 031F","E01001386",735,466,1,52,203,13
"Ealing 032A","E01001303",624,407,1,23,188,5
"Ealing 032B","E01001382",564,455,2,13,88,6
"Ealing 032C","E01001384",677,420,3,30,213,11
"Ealing 032D","E01001385",667,444,3,17,195,8
"Ealing 032E","E01001387",713,335,4,85,272,17
"Ealing 033A","E01001353",718,230,1,214,255,18
"Ealing 033B","E01001355",760,320,4,193,230,13
"Ealing 033C","E01001356",841,106,17,596,91,31
"Ealing 033D","E01001357",426,107,37,205,67,10
"Ealing 033E","E01001358",586,56,25,425,60,20
"Ealing 034A","E01001375",706,503,3,11,184,5
"Ealing 034B","E01001377",718,468,6,68,163,13
"Ealing 034C","E01001379",709,516,4,24,160,5
"Ealing 034D","E01001381",738,333,11,65,318,11
"Ealing 035A","E01001248",581,363,8,98,108,4
"Ealing 035B","E01001299",651,516,2,13,114,6
"Ealing 035C","E01001305",634,512,0,16,101,5
"Ealing 035D","E01001306",713,518,8,17,163,7
"Ealing 037A","E01001366",543,296,5,66,163,13
"Ealing 037B","E01001367",527,196,7,87,218,19
"Ealing 037C","E01001368",456,270,1,82,95,8
"Ealing 037D","E01001370",532,310,6,55,155,6
"Ealing 037E","E01001371",594,284,19,92,195,4
"Ealing 037F","E01001372",493,243,5,66,168,11
"Ealing 037G","E01001373",412,238,16,38,107,13
"Ealing 038A","E01001333",563,202,3,178,161,19
"Ealing 038B","E01001335",524,369,7,71,69,8
"Ealing 038C","E01001336",519,259,5,138,110,7
"Ealing 038D","E01001369",525,259,2,68,185,11
"Ealing 039A","E01001300",608,442,0,13,149,4
"Ealing 039B","E01001301",707,310,6,115,263,13
"Ealing 039C","E01001302",614,413,0,32,160,9
"Ealing 039D","E01001304",705,367,3,123,208,4
"Ealing 040A","E01001374",805,465,5,89,238,8
"Ealing 040B","E01001376",743,315,2,153,260,13
"Ealing 040C","E01001380",762,441,2,78,234,7
"Ealing 040D","E01032572",758,345,2,96,303,12
"Enfield 001A","E01001444",638,468,3,45,111,11
"Enfield 001B","E01001446",714,427,32,87,157,11
"Enfield 001C","E01001546",640,394,5,106,129,6
"Enfield 001D","E01001552",659,488,4,64,99,4
"Enfield 002A","E01001442",617,212,4,258,128,15
"Enfield 002B","E01001545",665,206,15,331,102,11
"Enfield 002C","E01001547",659,432,5,81,135,6
"Enfield 002D","E01001548",676,359,27,161,122,7
"Enfield 002E","E01001551",661,313,6,266,68,8
"Enfield 003B","E01001445",980,505,20,131,311,13
"Enfield 003C","E01001447",783,287,31,279,175,11
"Enfield 003D","E01001448",655,360,1,132,159,3
"Enfield 003E","E01001449",575,329,17,117,107,5
"Enfield 003F","E01033148",661,286,2,253,107,13
"Enfield 003G","E01033150",702,279,2,136,269,16
"Enfield 004A","E01001408",731,555,5,64,99,8
"Enfield 004B","E01001411",759,534,2,88,121,14
"Enfield 004C","E01001412",677,436,5,131,89,16
"Enfield 004D","E01001413",612,524,1,42,40,5
"Enfield 004E","E01001414",687,217,27,363,72,8
"Enfield 005A","E01001407",613,452,2,70,83,6
"Enfield 005B","E01001409",806,421,7,136,232,10
"Enfield 005C","E01001410",755,272,11,307,152,13
"Enfield 005D","E01001516",648,354,2,174,103,15
"Enfield 005E","E01001537",709,470,4,26,201,8
"Enfield 006A","E01001439",790,293,7,217,255,18
"Enfield 006B","E01001441",637,289,16,223,102,7
"Enfield 006C","E01001517",696,192,1,376,119,8
"Enfield 006D","E01001549",798,262,4,227,289,16
"Enfield 006E","E01001550",570,321,1,165,75,8
"Enfield 007A","E01001433",584,239,9,233,90,13
"Enfield 007B","E01001434",551,397,1,53,88,12
"Enfield 007C","E01001435",489,369,1,35,80,4
"Enfield 007D","E01001436",653,472,2,49,124,6
"Enfield 007E","E01001438",566,307,4,126,126,3
"Enfield 008A","E01001469",633,437,1,111,78,6
"Enfield 008B","E01001536",742,499,1,63,167,12
"Enfield 008C","E01001540",794,520,2,23,240,9
"Enfield 008D","E01001541",650,486,28,30,100,6
"Enfield 008E","E01001542",678,410,3,138,119,8
"Enfield 009A","E01001538",603,545,4,24,23,7
"Enfield 009B","E01001539",657,518,3,36,91,9
"Enfield 009C","E01001543",596,533,0,15,44,4
"Enfield 009D","E01001544",610,530,3,12,57,8
"Enfield 010A","E01001457",798,558,4,15,211,10
"Enfield 010B","E01001468",524,341,0,75,104,4
"Enfield 010C","E01001471",930,655,1,21,246,7
"Enfield 010D","E01001472",771,525,6,48,180,12
"Enfield 010E","E01001474",840,628,2,17,185,8
"Enfield 011A","E01001415",677,401,0,106,157,13
"Enfield 011B","E01001417",601,538,0,17,38,8
"Enfield 011C","E01001418",703,436,6,122,130,9
"Enfield 011D","E01001422",559,511,1,2,36,9
"Enfield 012A","E01001440",597,372,1,117,102,5
"Enfield 012B","E01001504",513,342,4,54,107,6
"Enfield 012C","E01001505",567,307,4,117,130,9
"Enfield 012D","E01001507",766,276,20,189,260,21
"Enfield 012E","E01001508",718,302,54,125,225,12
"Enfield 012F","E01001513",623,303,6,204,101,9
"Enfield 013A","E01001416",598,550,1,16,26,5
"Enfield 013B","E01001470",641,550,0,29,54,8
"Enfield 013C","E01001473",547,388,9,100,43,7
"Enfield 013D","E01001475",635,573,2,10,46,4
"Enfield 014A","E01001437",990,341,12,377,247,13
"Enfield 014B","E01001506",565,250,4,148,155,8
"Enfield 014C","E01001509",688,311,12,120,236,9
"Enfield 014D","E01001510",610,54,5,479,67,5
"Enfield 015A","E01001405",862,589,1,59,206,7
"Enfield 015B","E01001406",675,390,3,97,178,7
"Enfield 015C","E01001450",924,492,2,78,339,13
"Enfield 015D","E01001512",782,508,1,67,201,5
"Enfield 015E","E01001515",755,229,7,330,183,6
"Enfield 016A","E01001401",501,441,2,20,35,3
"Enfield 016B","E01001478",544,377,1,85,78,3
"Enfield 016C","E01001484",516,398,1,16,97,4
"Enfield 016D","E01001511",648,489,2,25,130,2
"Enfield 016E","E01001514",685,429,4,120,121,11
"Enfield 016F","E01001518",684,451,3,27,199,4
"Enfield 017A","E01001451",661,539,0,19,98,5
"Enfield 017B","E01001452",488,431,0,13,37,7
"Enfield 017C","E01001453",661,552,1,28,73,7
"Enfield 017D","E01001454",660,547,2,6,92,13
"Enfield 018A","E01001476",593,374,3,69,136,11
"Enfield 018B","E01001477",607,318,0,179,96,14
"Enfield 018C","E01001481",556,393,6,47,103,7
"Enfield 018D","E01001502",599,338,3,124,120,14
"Enfield 018E","E01001503",654,402,3,98,144,7
"Enfield 019A","E01001520",673,411,3,115,138,6
"Enfield 019B","E01001522",751,403,44,86,214,4
"Enfield 019C","E01001523",738,579,3,15,132,9
"Enfield 019D","E01001524",546,352,2,88,96,8
"Enfield 019E","E01001526",639,534,1,9,91,4
"Enfield 020A","E01001419",794,503,3,55,218,15
"Enfield 020B","E01001420",569,307,2,134,124,2
"Enfield 020C","E01001421",714,340,3,174,181,16
"Enfield 020D","E01001519",1141,459,4,49,611,18
"Enfield 020E","E01001525",723,468,12,35,203,5
"Enfield 021A","E01001398",491,442,0,8,38,3
"Enfield 021B","E01001399",499,458,1,8,32,0
"Enfield 021C","E01001400",587,521,1,7,54,4
"Enfield 021D","E01001402",691,545,1,11,122,12
"Enfield 021E","E01001403",633,510,3,24,88,8
"Enfield 021F","E01001455",581,495,1,16,64,5
"Enfield 022A","E01001456",481,443,1,2,32,3
"Enfield 022B","E01001564",646,493,2,24,121,6
"Enfield 022C","E01001567",632,538,0,20,67,7
"Enfield 022D","E01001568",538,483,1,13,34,7
"Enfield 022E","E01001569",778,428,1,62,276,11
"Enfield 023A","E01001479",639,337,4,85,200,13
"Enfield 023B","E01001482",690,339,5,163,171,12
"Enfield 023C","E01001487",723,343,36,145,188,11
"Enfield 023D","E01001489",664,387,6,91,170,10
"Enfield 023E","E01001491",722,321,24,152,218,7
"Enfield 024A","E01001459",556,405,2,34,105,10
"Enfield 024B","E01001460",660,254,6,83,305,12
"Enfield 024C","E01001462",531,251,2,106,158,14
"Enfield 024D","E01001480",588,346,2,60,173,7
"Enfield 024E","E01001488",663,379,2,81,191,10
"Enfield 025A","E01001483",609,202,1,123,273,10
"Enfield 025B","E01001485",682,306,3,184,174,15
"Enfield 025C","E01001486",818,269,15,363,161,10
"Enfield 025E","E01001492",680,418,4,104,141,13
"Enfield 025F","E01033146",593,153,27,257,152,4
"Enfield 025G","E01033151",541,148,3,288,88,14
"Enfield 026A","E01001404",525,396,3,49,73,4
"Enfield 026B","E01001493",735,359,1,230,129,16
"Enfield 026C","E01001494",510,432,2,8,58,10
"Enfield 026D","E01001496",602,494,1,12,88,7
"Enfield 026E","E01001570",751,464,5,102,170,10
"Enfield 027A","E01001423",643,307,3,181,141,11
"Enfield 027B","E01001425",737,210,5,272,230,20
"Enfield 027C","E01001428",611,257,2,231,114,7
"Enfield 027D","E01001461",707,214,3,233,241,16
"Enfield 027E","E01001464",422,214,1,149,53,5
"Enfield 028A","E01001521",698,439,19,38,187,15
"Enfield 028B","E01001531",544,446,0,1,97,0
"Enfield 028C","E01001532",687,539,3,11,130,4
"Enfield 028D","E01001533",530,484,1,6,37,2
"Enfield 028E","E01001535",505,400,1,25,72,7
"Enfield 029A","E01001495",731,437,3,17,256,18
"Enfield 029B","E01001498",746,388,1,27,323,7
"Enfield 029C","E01001563",669,429,2,16,212,10
"Enfield 029D","E01001565",709,450,3,95,151,10
"Enfield 029E","E01001566",626,453,2,11,154,6
"Enfield 030A","E01001424",496,101,13,240,127,15
"Enfield 030B","E01001426",628,246,3,219,149,11
"Enfield 030C","E01001427",683,170,19,362,121,11
"Enfield 030D","E01001429",1134,82,93,801,145,13
"Enfield 030E","E01001430",653,153,2,357,125,16
"Enfield 031A","E01001463",513,340,1,67,98,7
"Enfield 031B","E01001465",506,373,2,32,96,3
"Enfield 031C","E01001466",620,344,5,61,200,10
"Enfield 031D","E01001467",634,366,3,62,195,8
"Enfield 031E","E01001497",531,389,0,39,90,13
"Enfield 031F","E01001499",564,429,3,30,87,15
"Enfield 032A","E01001392",665,485,4,26,139,11
"Enfield 032B","E01001528",553,180,2,273,94,4
"Enfield 032C","E01001529",635,187,1,185,251,11
"Enfield 032D","E01001530",467,311,0,43,110,3
"Enfield 032E","E01001534",588,413,0,19,144,12
"Enfield 033A","E01001431",614,202,7,176,219,10
"Enfield 033B","E01001432",700,318,13,136,216,17
"Enfield 033C","E01001555",624,345,4,83,187,5
"Enfield 033D","E01001557",546,295,1,109,123,18
"Enfield 033E","E01001558",558,205,1,201,137,14
"Enfield 033F","E01001559",743,330,15,142,236,20
"Enfield 035A","E01001394",640,341,13,81,200,5
"Enfield 035B","E01001395",620,254,5,255,97,9
"Enfield 035C","E01001397",783,453,13,73,238,6
"Enfield 035D","E01001500",554,371,0,27,148,8
"Enfield 035E","E01001556",543,420,1,43,73,6
"Enfield 035F","E01001560",516,299,1,117,90,9
"Enfield 036A","E01001390",762,441,2,21,287,11
"Enfield 036B","E01001391",687,275,3,62,334,13
"Enfield 036C","E01001393",839,449,1,53,332,4
"Enfield 036D","E01001396",511,342,1,16,142,10
"Enfield 036E","E01001501",818,347,24,131,292,24
"Enfield 036F","E01001527",645,403,1,58,169,14
"Enfield 037A","E01001458",664,185,3,306,145,25
"Enfield 037B","E01001553",530,214,0,209,100,7
"Enfield 037C","E01001554",756,163,1,469,109,14
"Enfield 037D","E01001562",711,114,1,337,248,11
"Enfield 037E","E01032574",695,347,3,145,188,12
"Greenwich 001A","E01001690",845,154,35,587,63,6
"Greenwich 001B","E01001692",522,101,1,369,48,3
"Greenwich 001C","E01001693",610,73,2,490,43,2
"Greenwich 001D","E01001694",598,256,1,175,160,6
"Greenwich 002A","E01001687",511,196,10,193,106,6
"Greenwich 002B","E01001688",937,354,32,255,293,3
"Greenwich 002E","E01033739",571,148,47,106,270,0
"Greenwich 002F","E01033740",550,230,34,80,204,2
"Greenwich 002G","E01033741",559,274,2,90,184,9
"Greenwich 002H","E01033743",663,226,26,187,218,6
"Greenwich 002I","E01033745",591,261,37,114,172,7
"Greenwich 003A","E01001575",599,219,3,307,64,6
"Greenwich 003B","E01001576",658,193,0,391,62,12
"Greenwich 003C","E01001577",737,281,0,362,84,10
"Greenwich 003D","E01001578",809,344,17,234,207,7
"Greenwich 003E","E01001579",637,254,0,310,70,3
"Greenwich 004B","E01001709",494,88,2,312,89,3
"Greenwich 004C","E01001711",612,181,2,157,268,4
"Greenwich 004D","E01001712",935,118,7,647,151,12
"Greenwich 004E","E01033731",559,98,135,177,141,8
"Greenwich 004F","E01033734",579,135,136,124,178,6
"Greenwich 004G","E01033735",555,38,11,202,300,4
"Greenwich 004H","E01033736",608,171,38,37,356,6
"Greenwich 004I","E01033737",602,84,3,357,147,11
"Greenwich 005A","E01001705",760,106,23,485,131,15
"Greenwich 005B","E01001706",479,95,6,314,61,3
"Greenwich 005C","E01001708",640,325,2,199,108,6
"Greenwich 005D","E01001710",685,57,1,537,77,13
"Greenwich 005E","E01001713",636,51,1,528,47,9
"Greenwich 006A","E01001672",630,243,5,131,244,7
"Greenwich 006B","E01001673",685,178,4,290,205,8
"Greenwich 006C","E01001674",671,371,3,141,150,6
"Greenwich 006D","E01001675",629,265,2,173,182,7
"Greenwich 006E","E01001677",668,373,7,108,170,10
"Greenwich 007B","E01001631",793,107,6,555,118,7
"Greenwich 007C","E01001632",635,285,5,107,227,11
"Greenwich 007D","E01001635",618,366,1,113,133,5
"Greenwich 007E","E01001636",593,252,3,142,193,3
"Greenwich 007F","E01033742",581,146,76,56,296,7
"Greenwich 007G","E01033744",646,214,15,237,175,5
"Greenwich 008A","E01001571",615,413,2,81,115,4
"Greenwich 008B","E01001572",628,406,3,79,133,7
"Greenwich 008C","E01001573",513,360,3,68,80,2
"Greenwich 008D","E01001574",768,177,5,489,91,6
"Greenwich 009A","E01001629",852,136,29,484,194,9
"Greenwich 009B","E01001633",652,167,2,365,101,17
"Greenwich 009C","E01001634",667,86,12,508,52,9
"Greenwich 009D","E01001637",706,290,2,224,175,15
"Greenwich 011A","E01001695",654,116,2,419,111,6
"Greenwich 011B","E01001696",506,28,10,356,107,5
"Greenwich 011C","E01001697",770,197,30,247,289,7
"Greenwich 011D","E01001700",703,205,59,228,206,5
"Greenwich 011E","E01001703",753,93,4,555,87,14
"Greenwich 011F","E01001704",615,322,3,171,112,7
"Greenwich 012A","E01001588",659,231,3,329,85,11
"Greenwich 012B","E01001589",616,236,2,263,110,5
"Greenwich 012C","E01001591",839,191,1,518,117,12
"Greenwich 012D","E01001595",693,251,2,373,62,5
"Greenwich 014A","E01001590",701,356,0,189,150,6
"Greenwich 014B","E01001592",740,459,3,110,164,4
"Greenwich 014C","E01001593",728,488,3,107,127,3
"Greenwich 014D","E01001594",763,180,7,472,97,7
"Greenwich 015A","E01001698",682,140,2,388,145,7
"Greenwich 015B","E01001699",602,72,6,298,220,6
"Greenwich 015C","E01001701",598,121,27,197,246,7
"Greenwich 015D","E01001702",475,100,0,323,48,4
"Greenwich 016A","E01001581",838,312,8,321,192,5
"Greenwich 016B","E01001585",628,390,2,112,118,6
"Greenwich 016C","E01001586",683,275,4,271,131,2
"Greenwich 016D","E01001587",921,460,54,185,215,7
"Greenwich 017A","E01001678",628,467,5,71,77,8
"Greenwich 017B","E01001683",565,299,1,151,108,6
"Greenwich 017C","E01001684",561,302,2,199,51,7
"Greenwich 017D","E01001685",610,375,11,124,94,6
"Greenwich 019A","E01001646",1179,411,24,379,356,9
"Greenwich 019B","E01001650",615,303,2,242,64,4
"Greenwich 019C","E01001651",761,286,3,380,79,13
"Greenwich 019D","E01001652",681,401,3,141,131,5
"Greenwich 020A","E01001679",520,396,1,57,64,2
"Greenwich 020B","E01001680",618,517,1,14,78,8
"Greenwich 020C","E01001681",488,313,1,100,70,4
"Greenwich 020D","E01001682",565,397,17,95,52,4
"Greenwich 020E","E01001686",767,359,1,229,171,7
"Greenwich 021A","E01001580",833,413,1,85,322,12
"Greenwich 021B","E01001582",641,353,0,161,115,12
"Greenwich 021C","E01001583",818,412,5,142,249,10
"Greenwich 021D","E01001584",713,420,1,81,204,7
"Greenwich 022A","E01001645",714,383,5,251,63,12
"Greenwich 022B","E01001647",573,393,1,113,63,3
"Greenwich 022C","E01001648",729,452,3,153,113,8
"Greenwich 022D","E01001649",569,287,8,208,58,8
"Greenwich 023A","E01001605",571,539,1,8,22,1
"Greenwich 023B","E01001606",618,540,4,19,51,4
"Greenwich 023C","E01001610",707,525,5,107,66,4
"Greenwich 023D","E01001611",741,439,1,242,54,5
"Greenwich 025A","E01001620",505,241,1,215,42,6
"Greenwich 025B","E01001621",611,275,13,253,66,4
"Greenwich 025C","E01001623",664,293,18,243,102,8
"Greenwich 025D","E01001624",631,342,3,250,26,10
"Greenwich 025E","E01001625",587,239,1,314,29,4
"Greenwich 027A","E01001604",568,430,0,66,63,9
"Greenwich 027B","E01001607",604,411,1,146,41,5
"Greenwich 027C","E01001608",592,456,0,88,44,4
"Greenwich 027D","E01001609",738,419,0,199,89,31
"Greenwich 028A","E01001613",775,443,0,185,138,9
"Greenwich 028B","E01001614",530,484,0,16,26,4
"Greenwich 028C","E01001615",756,379,6,167,185,19
"Greenwich 028D","E01001617",738,573,12,44,101,8
"Greenwich 029A","E01001653",610,199,0,369,40,2
"Greenwich 029B","E01001654",603,244,6,302,44,7
"Greenwich 029C","E01001655",637,179,1,394,59,4
"Greenwich 029D","E01001660",586,263,2,262,50,9
"Greenwich 029E","E01001661",588,324,0,219,39,6
"Greenwich 030C","E01001618",648,402,1,191,50,4
"Greenwich 030D","E01001619",818,496,48,90,173,11
"Greenwich 030E","E01033729",802,256,9,442,89,6
"Greenwich 031A","E01001597",607,420,2,84,95,6
"Greenwich 031B","E01001598",606,482,2,65,53,4
"Greenwich 031C","E01001602",718,347,1,321,43,6
"Greenwich 031D","E01001603",768,252,2,465,37,12
"Greenwich 032A","E01001596",597,529,1,14,49,4
"Greenwich 032B","E01001599",615,442,3,118,48,4
"Greenwich 032C","E01001600",663,443,4,84,129,3
"Greenwich 032D","E01001601",601,471,3,67,54,6
"Greenwich 033A","E01001669",689,334,11,246,87,11
"Greenwich 033B","E01001671",675,402,1,148,123,1
"Greenwich 033C","E01001676",646,185,14,281,155,11
"Greenwich 033D","E01032567",589,438,2,89,54,6
"Greenwich 034A","E01001656",582,331,0,180,66,5
"Greenwich 034B","E01001657",686,440,7,113,114,12
"Greenwich 034C","E01001658",723,438,9,139,131,6
"Greenwich 034D","E01001659",529,377,0,90,60,2
"Greenwich 034E","E01033726",818,338,11,408,51,10
"Greenwich 035A","E01001640",881,108,22,537,198,16
"Greenwich 035B","E01033727",802,163,23,407,193,16
"Greenwich 035C","E01033728",641,258,18,64,297,4
"Greenwich 035D","E01033730",653,103,53,239,253,5
"Greenwich 036A","E01001666",557,231,0,174,147,5
"Greenwich 036B","E01001667",707,144,2,448,99,14
"Greenwich 036C","E01001668",1049,274,13,549,208,5
"Greenwich 036D","E01033732",472,134,39,114,180,5
"Greenwich 036E","E01033733",548,216,6,24,296,6
"Greenwich 037A","E01001662",715,350,3,134,217,11
"Greenwich 037B","E01001664",854,305,1,266,273,9
"Greenwich 037C","E01001665",788,378,21,127,255,7
"Greenwich 037D","E01033738",519,253,3,65,190,8
"Greenwich 038A","E01001638",806,132,22,473,166,13
"Greenwich 038B","E01001641",779,308,3,250,207,11
"Greenwich 038C","E01001642",791,477,1,124,179,10
"Greenwich 038D","E01001644",1022,409,15,211,381,6
"Greenwich 038E","E01033746",715,308,2,228,170,7
"Harrow 001A","E01002112",697,543,0,32,105,17
"Harrow 001B","E01002114",986,521,45,208,192,20
"Harrow 001C","E01002225",623,528,4,15,67,9
"Harrow 001D","E01002226",1003,631,4,109,239,20
"Harrow 002A","E01002113",599,391,1,121,77,9
"Harrow 002B","E01002115",509,392,0,37,77,3
"Harrow 002C","E01002116",680,498,5,18,151,8
"Harrow 002D","E01002117",675,484,0,55,128,8
"Harrow 002E","E01002118",675,377,2,19,253,24
"Harrow 003A","E01002227",611,247,3,293,52,16
"Harrow 003B","E01002228",710,417,15,97,172,9
"Harrow 003C","E01002229",770,486,0,124,142,18
"Harrow 003D","E01002230",637,556,1,13,64,3
"Harrow 004A","E01002144",580,462,3,58,49,8
"Harrow 004B","E01002146",519,475,0,3,38,3
"Harrow 004C","E01002147",502,432,0,4,56,10
"Harrow 004D","E01002149",479,452,0,2,25,0
"Harrow 005A","E01002140",607,406,5,86,103,7
"Harrow 005B","E01002141",680,527,6,67,72,8
"Harrow 005C","E01002142",635,512,1,10,108,4
"Harrow 005D","E01002143",529,342,4,73,109,1
"Harrow 005E","E01002145",631,448,17,80,83,3
"Harrow 006A","E01002139",498,149,2,289,46,12
"Harrow 006B","E01002148",491,403,3,31,42,12
"Harrow 006C","E01002150",839,517,10,33,264,15
"Harrow 006D","E01002151",524,202,2,255,54,11
"Harrow 006E","E01002152",638,511,1,12,103,11
"Harrow 007A","E01002119",568,341,3,71,146,7
"Harrow 007B","E01002120",488,205,1,196,78,8
"Harrow 007C","E01002121",546,410,1,16,111,8
"Harrow 007D","E01002122",582,412,1,16,143,10
"Harrow 007E","E01002123",527,325,4,19,169,10
"Harrow 008A","E01002106",651,533,2,30,78,8
"Harrow 008B","E01002108",559,486,3,6,56,8
"Harrow 008C","E01002109",654,540,1,26,82,5
"Harrow 008D","E01002110",542,441,4,6,84,7
"Harrow 008E","E01002111",681,497,2,64,114,4
"Harrow 009A","E01002185",585,218,3,295,62,7
"Harrow 009B","E01002186",794,462,5,129,184,14
"Harrow 009C","E01002187",761,531,13,103,104,10
"Harrow 009D","E01002190",625,570,0,14,34,7
"Harrow 010A","E01002124",492,355,2,26,101,8
"Harrow 010B","E01002125",512,310,5,39,151,7
"Harrow 010C","E01002198",499,344,0,7,137,11
"Harrow 010D","E01002200",505,358,1,31,102,13
"Harrow 010E","E01002203",524,376,0,18,125,5
"Harrow 011A","E01002232",709,418,12,91,183,5
"Harrow 011B","E01002233",754,368,8,101,269,8
"Harrow 011C","E01002234",548,343,6,44,145,10
"Harrow 011D","E01002235",610,275,1,210,114,10
"Harrow 011E","E01002236",582,342,13,60,162,5
"Harrow 012A","E01002107",575,491,0,5,71,8
"Harrow 012B","E01002197",420,347,0,13,56,4
"Harrow 012C","E01002199",467,375,0,12,73,7
"Harrow 012D","E01002201",508,419,0,7,75,7
"Harrow 012E","E01002202",712,282,3,52,362,13
"Harrow 013A","E01002179",795,355,48,138,245,9
"Harrow 013B","E01002180",783,318,17,189,251,8
"Harrow 013C","E01002183",682,448,15,32,179,8
"Harrow 013D","E01002184",677,394,8,94,176,5
"Harrow 013E","E01002231",679,402,17,82,172,6
