
"KS403EW - Rooms, bedrooms and central heating"
"ONS Crown Copyright Reserved [from Nomis on 25 January 2017]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 super output area - lower layer","mnemonic","All categories: Type of central heating in household","Does not have central heating","Does have central heating","Occupancy rating (rooms) of -1 or less","Occupancy rating (bedrooms) of -1 or less","Average household size","Average number of rooms per household","Average number of bedrooms per household"
"Ealing 014B","E01001259",510,12,498,105,75,2.9,4.9,2.7
"Ealing 014C","E01001291",495,8,487,101,73,3.3,5.2,3.0
"Ealing 014D","E01001292",504,9,495,90,73,3.4,5.6,3.2
"Ealing 014E","E01001293",478,5,473,127,93,3.3,4.9,2.8
"Ealing 015A","E01001196",762,23,739,268,100,2.3,4.1,2.1
"Ealing 015B","E01001238",1236,57,1179,651,269,2.3,3.5,1.8
"Ealing 015C","E01001239",553,12,541,172,116,2.8,4.3,2.4
"Ealing 015D","E01001246",492,10,482,107,58,2.8,4.8,2.7
"Ealing 015E","E01001247",674,13,661,158,104,3.2,5.4,3.2
"Ealing 016A","E01001210",740,15,725,219,98,2.3,4.0,2.1
"Ealing 016B","E01001282",627,10,617,140,80,2.5,4.3,2.2
"Ealing 016C","E01001283",712,19,693,142,98,2.2,4.0,2.0
"Ealing 016D","E01001285",562,12,550,119,86,2.9,4.8,2.6
"Ealing 016E","E01001286",620,15,605,101,72,2.7,4.7,2.5
"Ealing 016F","E01001287",483,4,479,130,96,3.0,4.8,2.7
"Ealing 017A","E01001294",538,7,531,122,78,3.5,5.4,3.1
"Ealing 017B","E01001295",521,8,513,129,93,3.5,5.0,2.9
"Ealing 017C","E01001296",404,6,398,95,82,3.7,5.3,3.0
"Ealing 017D","E01001297",495,11,484,137,107,3.7,5.1,2.9
"Ealing 017E","E01001298",529,8,521,139,104,3.4,5.2,3.0
"Ealing 018A","E01001204",585,4,581,53,41,2.7,5.7,3.0
"Ealing 018B","E01001205",598,26,572,179,96,2.6,4.3,2.3
"Ealing 018C","E01001206",582,15,567,207,141,2.9,4.3,2.3
"Ealing 018D","E01001207",668,15,653,143,76,2.4,4.7,2.5
"Ealing 018E","E01001208",498,14,484,21,15,2.7,6.1,3.4
"Ealing 018F","E01001212",691,22,669,144,41,2.2,5.0,2.6
"Ealing 019A","E01001222",1150,80,1070,449,142,2.1,3.8,2.0
"Ealing 019B","E01001224",570,12,558,60,25,2.8,7.0,3.8
"Ealing 019C","E01001226",668,19,649,150,60,2.2,4.7,2.5
"Ealing 019D","E01001227",602,15,587,73,32,2.5,5.9,3.2
"Ealing 019E","E01001228",792,9,783,179,65,2.1,4.6,2.4
"Ealing 020A","E01001221",952,28,924,342,108,1.9,3.6,1.8
"Ealing 020B","E01001223",643,21,622,144,55,2.2,5.1,2.6
"Ealing 020C","E01001225",807,32,775,175,60,2.2,4.8,2.4
"Ealing 020D","E01001235",691,9,682,115,53,2.2,4.3,2.3
"Ealing 020E","E01001236",741,18,723,140,50,2.1,4.6,2.3
"Ealing 020F","E01001273",597,11,586,54,34,2.7,6.1,3.3
"Ealing 020G","E01001274",585,5,580,66,44,2.8,5.3,3.0
"Ealing 020H","E01001275",857,27,830,238,76,2.2,4.4,2.3
"Ealing 021A","E01001195",598,9,589,94,62,3.1,5.7,3.1
"Ealing 021B","E01001197",668,18,650,191,79,2.5,4.7,2.5
"Ealing 021C","E01001198",584,12,572,137,57,2.5,4.9,2.7
"Ealing 021D","E01001199",694,7,687,181,107,2.4,4.4,2.4
"Ealing 022A","E01001284",538,12,526,57,43,2.9,5.6,3.0
"Ealing 022B","E01001288",531,16,515,85,67,2.8,5.4,2.8
"Ealing 022C","E01001289",476,19,457,56,33,2.9,5.6,3.0
"Ealing 022D","E01001290",738,27,711,124,77,2.5,5.0,2.5
"Ealing 023A","E01001213",503,8,495,136,115,3.6,5.2,3.0
"Ealing 023B","E01001214",477,0,477,99,78,3.7,5.5,3.2
"Ealing 023C","E01001215",552,13,539,157,107,3.2,4.8,2.7
"Ealing 023D","E01001216",476,18,458,115,83,3.2,4.9,2.8
"Ealing 023E","E01001361",460,7,453,186,139,3.6,4.7,2.7
"Ealing 024A","E01001240",512,9,503,145,89,3.2,5.1,3.0
"Ealing 024B","E01001241",503,5,498,135,82,3.0,5.1,2.8
"Ealing 024C","E01001242",524,13,511,141,72,2.8,5.0,2.7
"Ealing 024D","E01001243",649,18,631,227,112,2.7,4.4,2.4
"Ealing 024E","E01001244",1099,47,1052,528,191,2.3,3.6,2.0
"Ealing 024F","E01001245",823,25,798,226,100,2.3,4.2,2.2
"Ealing 025A","E01001200",586,10,576,127,69,2.6,4.9,2.5
"Ealing 025B","E01001201",642,26,616,148,64,2.4,4.8,2.6
"Ealing 025C","E01001202",871,23,848,324,150,2.4,4.0,2.2
"Ealing 025D","E01001203",861,22,839,284,152,2.0,3.6,1.7
"Ealing 025E","E01001351",811,23,788,249,117,2.3,4.2,2.2
"Ealing 026A","E01001359",562,7,555,195,171,3.9,5.1,2.9
"Ealing 026B","E01001360",505,5,500,133,120,3.8,5.3,3.1
"Ealing 026C","E01001362",511,10,501,190,148,3.7,4.9,2.8
"Ealing 026D","E01001363",471,6,465,153,121,3.6,4.9,2.8
"Ealing 026E","E01001364",516,5,511,155,119,3.2,4.8,2.6
"Ealing 026F","E01001365",590,14,576,199,164,3.7,5.0,2.9
"Ealing 027A","E01001231",696,25,671,107,62,2.7,6.0,3.3
"Ealing 027B","E01001234",640,39,601,198,71,2.2,4.4,2.3
"Ealing 027C","E01001350",621,20,601,140,48,2.4,5.2,2.7
"Ealing 027D","E01001352",571,18,553,135,66,2.6,5.3,2.9
"Ealing 027E","E01001354",677,18,659,162,77,2.6,5.2,2.8
"Ealing 028A","E01001249",1025,31,994,406,215,2.3,3.6,1.8
"Ealing 028B","E01001250",983,28,955,286,125,2.0,3.8,1.9
"Ealing 028C","E01001255",608,16,592,61,49,2.6,5.2,2.7
"Ealing 028D","E01001383",662,12,650,97,68,2.7,5.4,2.8
"Ealing 028E","E01001388",743,21,722,247,122,2.2,4.0,2.0
"Ealing 028F","E01001389",726,24,702,155,74,2.3,4.5,2.4
"Ealing 029A","E01001219",674,16,658,259,179,3.0,4.2,2.3
"Ealing 029B","E01001220",471,10,461,183,112,3.2,4.4,2.5
"Ealing 029C","E01001334",522,8,514,241,141,3.1,4.1,2.3
"Ealing 029D","E01001337",452,12,440,99,78,3.1,5.1,2.8
"Ealing 029E","E01001338",518,7,511,157,124,3.7,5.4,3.1
"Ealing 029F","E01001339",568,14,554,181,141,3.2,4.7,2.5
"Ealing 029G","E01001340",506,13,493,150,111,2.7,4.1,2.2
"Ealing 030A","E01001251",659,19,640,106,63,2.5,4.9,2.6
"Ealing 030B","E01001252",768,25,743,211,121,2.5,4.5,2.4
"Ealing 030C","E01001253",670,17,653,103,61,2.5,4.8,2.5
"Ealing 030D","E01001254",750,16,734,114,64,2.2,4.5,2.2
"Ealing 031A","E01001229",597,14,583,105,71,2.5,4.7,2.6
"Ealing 031B","E01001230",629,22,607,114,47,2.2,5.0,2.6
"Ealing 031C","E01001232",612,4,608,100,65,2.5,5.0,2.7
"Ealing 031D","E01001233",599,12,587,126,66,2.4,4.6,2.5
"Ealing 031E","E01001237",652,18,634,123,47,2.3,5.0,2.6
"Ealing 031F","E01001386",735,11,724,102,45,2.4,5.5,2.9
"Ealing 032A","E01001303",624,21,603,73,46,2.6,5.5,3.0
"Ealing 032B","E01001382",564,14,550,44,25,2.8,6.4,3.5
"Ealing 032C","E01001384",677,20,657,87,64,2.4,4.9,2.5
"Ealing 032D","E01001385",667,15,652,83,41,2.5,5.2,2.7
"Ealing 032E","E01001387",713,36,677,159,54,2.1,4.3,2.2
"Ealing 033A","E01001353",718,31,687,242,118,2.3,4.2,2.2
"Ealing 033B","E01001355",760,27,733,193,95,2.2,4.0,2.1
"Ealing 033C","E01001356",841,18,823,300,213,2.3,3.6,1.8
"Ealing 033D","E01001357",426,14,412,160,103,2.7,4.0,2.1
"Ealing 033E","E01001358",586,20,566,227,136,2.7,3.9,2.1
"Ealing 034A","E01001375",706,10,696,56,26,2.4,5.4,2.9
"Ealing 034B","E01001377",718,22,696,89,36,2.5,6.0,3.2
"Ealing 034C","E01001379",709,15,694,52,25,2.4,5.5,3.0
"Ealing 034D","E01001381",738,40,698,183,79,2.2,4.5,2.4
"Ealing 035A","E01001248",581,9,572,84,61,2.7,5.3,2.9
"Ealing 035B","E01001299",651,12,639,44,33,2.8,6.1,3.3
"Ealing 035C","E01001305",634,10,624,40,37,2.7,5.7,3.0
"Ealing 035D","E01001306",713,26,687,69,42,2.3,4.8,2.4
"Ealing 037A","E01001366",543,16,527,190,142,3.5,4.7,2.7
"Ealing 037B","E01001367",527,13,514,234,154,3.3,4.4,2.5
"Ealing 037C","E01001368",456,8,448,125,99,3.8,5.1,3.0
"Ealing 037D","E01001370",532,9,523,158,139,3.7,5.2,2.9
"Ealing 037E","E01001371",594,16,578,207,144,3.5,4.8,2.7
"Ealing 037F","E01001372",493,8,485,187,130,3.6,4.7,2.7
"Ealing 037G","E01001373",412,10,402,133,98,3.6,5.0,2.9
"Ealing 038A","E01001333",563,11,552,217,145,3.2,4.4,2.4
"Ealing 038B","E01001335",524,12,512,77,56,3.2,6.0,3.2
"Ealing 038C","E01001336",519,19,500,146,76,3.0,4.9,2.7
"Ealing 038D","E01001369",525,12,513,192,149,3.5,4.7,2.6
"Ealing 039A","E01001300",608,16,592,65,41,2.8,5.5,3.0
"Ealing 039B","E01001301",707,21,686,152,69,2.2,4.1,2.1
"Ealing 039C","E01001302",614,15,599,76,57,2.6,5.4,2.8
"Ealing 039D","E01001304",705,17,688,79,63,2.3,4.5,2.3
"Ealing 040A","E01001374",805,24,781,137,54,2.2,4.5,2.4
"Ealing 040B","E01001376",743,23,720,179,76,2.1,4.1,2.1
"Ealing 040C","E01001380",762,23,739,124,60,2.3,4.7,2.5
"Ealing 040D","E01032572",758,22,736,166,64,2.1,4.3,2.3
"Enfield 001A","E01001444",638,24,614,79,51,2.6,5.0,2.7
"Enfield 001B","E01001446",714,26,688,112,70,2.5,4.7,2.4
"Enfield 001C","E01001546",640,27,613,106,61,2.8,4.9,2.7
"Enfield 001D","E01001552",659,21,638,76,51,2.7,5.2,2.8
"Enfield 002A","E01001442",617,18,599,169,119,2.7,4.3,2.2
"Enfield 002B","E01001545",665,16,649,146,86,2.8,4.6,2.5
"Enfield 002C","E01001547",659,19,640,104,76,2.7,5.1,2.7
"Enfield 002D","E01001548",676,21,655,117,70,2.7,4.8,2.6
"Enfield 002E","E01001551",661,14,647,114,81,2.6,4.8,2.6
"Enfield 003B","E01001445",980,35,945,222,116,2.3,4.2,2.2
"Enfield 003C","E01001447",783,19,764,158,80,2.5,4.4,2.4
"Enfield 003D","E01001448",655,21,634,135,96,2.8,4.8,2.6
"Enfield 003E","E01001449",575,8,567,83,57,2.8,4.9,2.7
"Enfield 003F","E01033148",661,16,645,117,80,3.0,4.9,2.8
"Enfield 003G","E01033150",702,51,651,158,88,2.4,4.0,2.0
"Enfield 004A","E01001408",731,40,691,68,44,2.3,4.8,2.4
"Enfield 004B","E01001411",759,23,736,94,49,2.4,5.0,2.6
"Enfield 004C","E01001412",677,16,661,53,37,2.7,5.9,3.1
"Enfield 004D","E01001413",612,6,606,20,16,2.6,6.0,3.1
"Enfield 004E","E01001414",687,31,656,146,94,2.3,4.2,2.1
"Enfield 005A","E01001407",613,19,594,55,37,2.7,5.3,2.8
"Enfield 005B","E01001409",806,65,741,205,94,2.3,4.2,2.2
"Enfield 005C","E01001410",755,57,698,218,126,2.2,4.0,1.9
"Enfield 005D","E01001516",648,16,632,125,81,2.8,4.8,2.6
"Enfield 005E","E01001537",709,20,689,58,36,2.4,4.7,2.4
"Enfield 006A","E01001439",790,27,763,190,105,2.6,4.3,2.3
"Enfield 006B","E01001441",637,22,615,140,93,2.4,4.3,2.2
"Enfield 006C","E01001517",696,7,689,182,116,2.7,4.4,2.3
"Enfield 006D","E01001549",798,52,746,265,132,2.5,4.0,2.1
"Enfield 006E","E01001550",570,10,560,79,56,2.9,5.0,2.8
"Enfield 007A","E01001433",584,16,568,129,83,3.1,4.9,2.8
"Enfield 007B","E01001434",551,19,532,87,52,2.8,5.0,2.8
"Enfield 007C","E01001435",489,17,472,45,37,3.0,5.3,3.0
"Enfield 007D","E01001436",653,19,634,81,44,2.9,5.2,2.9
"Enfield 007E","E01001438",566,16,550,108,67,2.9,5.0,2.7
"Enfield 008A","E01001469",633,7,626,69,33,2.6,5.2,2.8
"Enfield 008B","E01001536",742,29,713,88,40,2.3,5.2,2.7
"Enfield 008C","E01001540",794,30,764,102,54,2.2,4.7,2.4
"Enfield 008D","E01001541",650,21,629,37,23,2.3,4.9,2.5
"Enfield 008E","E01001542",678,20,658,120,56,2.3,4.5,2.4
"Enfield 009A","E01001538",603,6,597,19,21,2.8,5.8,3.2
"Enfield 009B","E01001539",657,16,641,35,17,2.5,5.2,2.8
"Enfield 009C","E01001543",596,9,587,32,22,2.8,5.8,3.2
"Enfield 009D","E01001544",610,7,603,35,22,2.6,5.8,3.1
"Enfield 010A","E01001457",798,25,773,111,46,2.0,4.5,2.2
"Enfield 010B","E01001468",524,6,518,62,18,2.3,5.2,2.7
"Enfield 010C","E01001471",930,34,896,114,47,1.8,4.2,2.1
"Enfield 010D","E01001472",771,17,754,120,55,2.2,4.8,2.5
"Enfield 010E","E01001474",840,10,830,75,33,2.1,5.0,2.6
"Enfield 011A","E01001415",677,5,672,99,44,2.3,5.0,2.6
"Enfield 011B","E01001417",601,2,599,13,9,2.8,7.8,4.1
"Enfield 011C","E01001418",703,6,697,105,49,2.3,5.2,2.6
"Enfield 011D","E01001422",559,3,556,12,11,2.9,8.2,4.2
"Enfield 012A","E01001440",597,11,586,109,63,2.7,4.9,2.7
"Enfield 012B","E01001504",513,25,488,99,70,3.0,5.1,2.9
"Enfield 012C","E01001505",567,14,553,146,96,3.0,4.8,2.7
"Enfield 012D","E01001507",766,29,737,246,133,2.4,4.0,2.1
"Enfield 012E","E01001508",718,20,698,192,114,2.7,4.4,2.4
"Enfield 012F","E01001513",623,8,615,120,66,2.8,4.7,2.6
"Enfield 013A","E01001416",598,3,595,15,14,2.9,6.4,3.4
"Enfield 013B","E01001470",641,8,633,27,16,2.5,5.7,3.0
"Enfield 013C","E01001473",547,3,544,35,26,2.8,5.9,3.1
"Enfield 013D","E01001475",635,6,629,8,10,2.7,6.3,3.4
"Enfield 014A","E01001437",990,50,940,274,161,2.4,4.1,2.1
"Enfield 014B","E01001506",565,12,553,139,87,2.9,4.5,2.6
"Enfield 014C","E01001509",688,41,647,202,141,2.5,4.2,2.1
"Enfield 014D","E01001510",610,25,585,198,180,2.5,3.8,1.7
"Enfield 015A","E01001405",862,31,831,126,58,1.9,4.4,2.2
"Enfield 015B","E01001406",675,18,657,125,68,2.4,4.8,2.4
"Enfield 015C","E01001450",924,36,888,196,78,2.0,4.2,2.1
"Enfield 015D","E01001512",782,32,750,132,60,2.3,4.4,2.2
"Enfield 015E","E01001515",755,33,722,227,129,2.6,4.2,2.2
"Enfield 016A","E01001401",501,17,484,29,21,2.6,5.5,3.0
"Enfield 016B","E01001478",544,16,528,66,46,2.8,5.1,2.8
"Enfield 016C","E01001484",516,24,492,68,51,2.6,5.0,2.7
"Enfield 016D","E01001511",648,19,629,61,51,2.7,5.0,2.6
"Enfield 016E","E01001514",685,28,657,75,62,2.6,5.1,2.6
"Enfield 016F","E01001518",684,28,656,101,68,2.6,4.9,2.6
"Enfield 017A","E01001451",661,19,642,53,34,2.5,5.8,3.0
"Enfield 017B","E01001452",488,8,480,8,7,2.8,7.1,3.7
"Enfield 017C","E01001453",661,8,653,26,23,2.5,6.2,3.2
"Enfield 017D","E01001454",660,11,649,31,17,2.5,6.0,3.1
"Enfield 018A","E01001476",593,14,579,92,60,2.8,5.0,2.7
"Enfield 018B","E01001477",607,19,588,128,94,3.0,5.0,2.7
"Enfield 018C","E01001481",556,15,541,85,55,2.9,5.1,2.9
"Enfield 018D","E01001502",599,20,579,123,88,2.9,4.9,2.7
"Enfield 018E","E01001503",654,27,627,109,85,2.8,4.9,2.7
"Enfield 019A","E01001520",673,7,666,94,61,2.5,5.1,2.7
"Enfield 019B","E01001522",751,11,740,119,70,2.3,4.5,2.3
"Enfield 019C","E01001523",738,13,725,49,32,2.4,5.0,2.6
"Enfield 019D","E01001524",546,10,536,82,54,2.8,5.3,2.8
"Enfield 019E","E01001526",639,5,634,41,30,2.5,5.6,2.9
"Enfield 020A","E01001419",794,13,781,102,64,2.4,5.0,2.6
"Enfield 020B","E01001420",569,8,561,83,63,2.7,5.2,2.7
"Enfield 020C","E01001421",714,23,691,126,84,2.3,4.5,2.3
"Enfield 020D","E01001519",1141,46,1095,261,153,2.2,4.0,2.0
"Enfield 020E","E01001525",723,17,706,108,66,2.4,4.8,2.6
"Enfield 021A","E01001398",491,13,478,20,21,2.8,6.1,3.3
"Enfield 021B","E01001399",499,5,494,28,23,2.9,5.8,3.1
"Enfield 021C","E01001400",587,6,581,43,18,2.6,5.8,3.0
"Enfield 021D","E01001402",691,7,684,58,40,2.6,5.7,3.0
"Enfield 021E","E01001403",633,14,619,77,37,2.5,5.2,2.7
"Enfield 021F","E01001455",581,13,568,34,20,2.6,5.6,3.0
"Enfield 022A","E01001456",481,2,479,12,12,2.9,6.7,3.5
"Enfield 022B","E01001564",646,19,627,63,46,2.5,5.7,2.9
"Enfield 022C","E01001567",632,6,626,45,18,2.5,5.9,3.1
"Enfield 022D","E01001568",538,7,531,18,20,2.9,7.3,3.8
"Enfield 022E","E01001569",778,14,764,119,54,2.2,4.9,2.5
"Enfield 023A","E01001479",639,37,602,175,104,2.6,4.4,2.4
"Enfield 023B","E01001482",690,26,664,204,109,2.7,4.4,2.4
"Enfield 023C","E01001487",723,22,701,201,107,2.7,4.4,2.5
"Enfield 023D","E01001489",664,21,643,132,100,2.7,4.7,2.5
"Enfield 023E","E01001491",722,25,697,183,126,2.7,4.5,2.5
"Enfield 024A","E01001459",556,13,543,79,60,3.0,5.3,2.9
"Enfield 024B","E01001460",660,42,618,212,128,2.6,4.1,2.2
"Enfield 024C","E01001462",531,47,484,143,94,2.5,4.4,2.3
"Enfield 024D","E01001480",588,26,562,128,80,2.6,4.5,2.4
"Enfield 024E","E01001488",663,18,645,130,83,2.8,4.8,2.6
"Enfield 025A","E01001483",609,70,539,212,94,1.9,3.5,1.7
"Enfield 025B","E01001485",682,30,652,165,109,2.7,4.5,2.3
"Enfield 025C","E01001486",818,27,791,220,134,2.6,4.2,2.2
"Enfield 025E","E01001492",680,17,663,139,102,2.8,4.8,2.6
"Enfield 025F","E01033146",593,7,586,159,96,2.7,4.3,2.3
"Enfield 025G","E01033151",541,23,518,161,122,2.7,4.2,2.2
"Enfield 026A","E01001404",525,9,516,57,38,2.8,5.4,3.0
"Enfield 026B","E01001493",735,10,725,182,84,2.4,4.5,2.4
"Enfield 026C","E01001494",510,8,502,46,37,3.0,5.6,3.1
"Enfield 026D","E01001496",602,9,593,72,61,2.8,5.6,3.0
"Enfield 026E","E01001570",751,18,733,100,67,2.4,4.9,2.6
"Enfield 027A","E01001423",643,23,620,147,88,2.8,4.6,2.5
"Enfield 027B","E01001425",737,21,716,307,157,2.5,3.8,2.0
"Enfield 027C","E01001428",611,21,590,143,79,2.7,4.8,2.5
"Enfield 027D","E01001461",707,29,678,214,120,2.4,4.1,2.1
"Enfield 027E","E01001464",422,11,411,84,70,3.2,5.1,2.8
"Enfield 028A","E01001521",698,13,685,94,50,2.5,5.6,3.0
"Enfield 028B","E01001531",544,11,533,53,35,2.7,6.3,3.3
"Enfield 028C","E01001532",687,18,669,52,33,2.6,6.1,3.2
"Enfield 028D","E01001533",530,3,527,10,17,2.9,6.7,3.5
"Enfield 028E","E01001535",505,5,500,34,32,2.9,6.4,3.4
"Enfield 029A","E01001495",731,21,710,153,84,2.3,4.6,2.3
"Enfield 029B","E01001498",746,30,716,166,97,2.6,4.8,2.5
"Enfield 029C","E01001563",669,32,637,118,65,2.4,4.8,2.5
"Enfield 029D","E01001565",709,13,696,130,55,2.3,4.9,2.5
"Enfield 029E","E01001566",626,10,616,90,54,2.6,5.7,3.0
"Enfield 030A","E01001424",496,18,478,165,94,2.4,3.9,2.0
"Enfield 030B","E01001426",628,19,609,170,123,2.9,4.6,2.5
"Enfield 030C","E01001427",683,18,665,248,155,2.7,4.1,2.2
"Enfield 030D","E01001429",1134,24,1110,342,212,2.1,3.6,1.7
"Enfield 030E","E01001430",653,17,636,245,172,2.9,4.1,2.2
"Enfield 031A","E01001463",513,7,506,84,63,3.1,5.1,2.8
"Enfield 031B","E01001465",506,14,492,74,57,3.0,5.3,2.9
"Enfield 031C","E01001466",620,16,604,150,114,2.9,4.5,2.4
"Enfield 031D","E01001467",634,20,614,140,108,3.0,4.6,2.5
"Enfield 031E","E01001497",531,11,520,61,44,2.8,5.1,2.9
"Enfield 031F","E01001499",564,8,556,71,48,2.9,5.4,3.0
"Enfield 032A","E01001392",665,26,639,66,61,2.7,5.7,2.9
"Enfield 032B","E01001528",553,30,523,131,103,2.6,4.4,2.4
"Enfield 032C","E01001529",635,23,612,193,109,2.3,4.1,2.1
"Enfield 032D","E01001530",467,13,454,56,50,2.8,5.4,2.9
"Enfield 032E","E01001534",588,7,581,67,47,2.7,5.6,3.0
"Enfield 033A","E01001431",614,30,584,221,109,2.5,4.0,2.1
"Enfield 033B","E01001432",700,32,668,215,146,2.7,4.3,2.3
"Enfield 033C","E01001555",624,19,605,171,119,2.9,4.5,2.5
"Enfield 033D","E01001557",546,17,529,117,89,2.9,4.7,2.6
"Enfield 033E","E01001558",558,25,533,181,124,2.9,4.3,2.3
"Enfield 033F","E01001559",743,32,711,226,102,2.7,4.4,2.4
"Enfield 035A","E01001394",640,29,611,141,94,2.6,4.6,2.5
"Enfield 035B","E01001395",620,21,599,148,71,2.6,4.4,2.4
"Enfield 035C","E01001397",783,12,771,186,95,2.5,4.3,2.3
"Enfield 035D","E01001500",554,9,545,89,70,2.7,5.2,2.7
"Enfield 035E","E01001556",543,13,530,70,50,2.9,5.5,3.0
"Enfield 035F","E01001560",516,13,503,119,84,3.1,5.0,2.8
"Enfield 036A","E01001390",762,14,748,177,113,2.6,4.8,2.5
"Enfield 036B","E01001391",687,16,671,279,128,2.2,3.9,2.0
"Enfield 036C","E01001393",839,34,805,211,126,2.5,4.5,2.3
"Enfield 036D","E01001396",511,12,499,83,58,2.8,5.4,2.9
"Enfield 036E","E01001501",818,29,789,269,104,2.2,4.4,2.2
"Enfield 036F","E01001527",645,16,629,83,52,2.4,5.1,2.6
"Enfield 037A","E01001458",664,13,651,198,134,2.6,4.1,2.1
"Enfield 037B","E01001553",530,10,520,159,109,3.0,4.6,2.6
"Enfield 037C","E01001554",756,25,731,277,179,2.4,3.7,1.8
"Enfield 037D","E01001562",711,58,653,258,146,2.3,3.6,1.9
"Enfield 037E","E01032574",695,22,673,175,127,3.0,4.7,2.6
"Greenwich 001A","E01001690",845,3,842,233,120,2.3,3.9,2.0
"Greenwich 001B","E01001692",522,7,515,120,68,2.7,4.2,2.3
"Greenwich 001C","E01001693",610,6,604,153,106,2.6,4.0,2.1
"Greenwich 001D","E01001694",598,18,580,161,86,2.8,4.3,2.5
"Greenwich 002A","E01001687",511,21,490,116,66,2.4,4.1,2.0
"Greenwich 002B","E01001688",937,35,902,225,177,2.7,4.3,2.2
"Greenwich 002E","E01033739",571,3,568,211,97,2.5,3.8,2.1
"Greenwich 002F","E01033740",550,2,548,132,70,2.9,4.5,2.5
"Greenwich 002G","E01033741",559,6,553,149,97,3.0,4.6,2.5
"Greenwich 002H","E01033743",663,4,659,201,120,3.1,4.3,2.5
"Greenwich 002I","E01033745",591,6,585,129,85,3.1,4.7,2.6
"Greenwich 003A","E01001575",599,13,586,137,94,2.8,4.7,2.6
"Greenwich 003B","E01001576",658,12,646,143,81,2.6,4.5,2.4
"Greenwich 003C","E01001577",737,22,715,159,99,2.5,4.4,2.3
"Greenwich 003D","E01001578",809,25,784,173,114,2.6,4.5,2.4
"Greenwich 003E","E01001579",637,18,619,108,77,2.6,4.6,2.5
"Greenwich 004B","E01001709",494,7,487,138,80,2.4,4.1,2.2
"Greenwich 004C","E01001711",612,30,582,154,94,2.3,4.0,2.1
"Greenwich 004D","E01001712",935,14,921,290,185,2.2,3.7,1.8
"Greenwich 004E","E01033731",559,7,552,253,59,1.8,3.2,1.7
"Greenwich 004F","E01033734",579,3,576,194,48,2.3,3.8,2.1
"Greenwich 004G","E01033735",555,28,527,218,82,1.9,3.4,1.6
"Greenwich 004H","E01033736",608,2,606,200,39,1.9,3.3,1.9
"Greenwich 004I","E01033737",602,13,589,200,111,2.5,4.0,2.1
"Greenwich 005A","E01001705",760,22,738,253,140,2.6,4.0,2.1
"Greenwich 005B","E01001706",479,1,478,112,70,2.8,4.6,2.5
"Greenwich 005C","E01001708",640,19,621,99,62,2.5,5.0,2.6
"Greenwich 005D","E01001710",685,6,679,217,123,2.5,3.9,2.1
"Greenwich 005E","E01001713",636,20,616,221,126,2.7,4.0,2.2
"Greenwich 006A","E01001672",630,25,605,219,184,3.3,4.5,2.5
"Greenwich 006B","E01001673",685,15,670,231,144,2.8,4.1,2.2
"Greenwich 006C","E01001674",671,32,639,144,97,2.9,4.8,2.7
"Greenwich 006D","E01001675",629,26,603,187,160,3.1,4.6,2.5
"Greenwich 006E","E01001677",668,33,635,145,101,2.9,4.7,2.5
"Greenwich 007B","E01001631",793,10,783,285,162,2.6,3.9,2.1
"Greenwich 007C","E01001632",635,20,615,187,160,3.6,4.9,2.7
"Greenwich 007D","E01001635",618,11,607,105,96,2.7,4.9,2.5
"Greenwich 007E","E01001636",593,19,574,163,124,2.9,4.7,2.5
"Greenwich 007F","E01033742",581,5,576,153,77,2.3,3.8,2.0
"Greenwich 007G","E01033744",646,14,632,153,105,2.7,4.3,2.3
"Greenwich 008A","E01001571",615,24,591,68,56,2.7,5.0,2.7
"Greenwich 008B","E01001572",628,19,609,79,52,2.7,5.0,2.7
"Greenwich 008C","E01001573",513,20,493,65,53,2.9,5.3,2.8
"Greenwich 008D","E01001574",768,10,758,181,109,2.3,4.0,2.0
"Greenwich 009A","E01001629",852,18,834,267,154,2.6,3.9,2.1
"Greenwich 009B","E01001633",652,12,640,170,114,2.5,4.1,2.1
"Greenwich 009C","E01001634",667,11,656,167,137,2.5,4.1,2.1
"Greenwich 009D","E01001637",706,19,687,155,96,2.4,4.5,2.4
"Greenwich 011A","E01001695",654,13,641,246,137,2.5,4.0,2.0
"Greenwich 011B","E01001696",506,23,483,170,107,2.7,4.0,2.2
"Greenwich 011C","E01001697",770,24,746,229,151,2.7,4.3,2.3
"Greenwich 011D","E01001700",703,17,686,244,136,2.9,4.4,2.4
"Greenwich 011E","E01001703",753,15,738,309,175,2.6,3.8,2.0
"Greenwich 011F","E01001704",615,12,603,103,80,2.6,5.0,2.6
"Greenwich 012A","E01001588",659,16,643,120,65,2.5,4.9,2.6
"Greenwich 012B","E01001589",616,16,600,120,87,2.6,4.8,2.6
"Greenwich 012C","E01001591",839,17,822,218,113,2.4,4.3,2.3
"Greenwich 012D","E01001595",693,8,685,116,85,2.8,4.8,2.7
"Greenwich 014A","E01001590",701,20,681,110,70,2.5,4.9,2.6
"Greenwich 014B","E01001592",740,34,706,54,37,2.3,4.9,2.5
"Greenwich 014C","E01001593",728,28,700,49,36,2.2,4.9,2.5
"Greenwich 014D","E01001594",763,13,750,174,88,2.5,4.3,2.4
"Greenwich 015A","E01001698",682,15,667,175,113,2.6,4.3,2.3
